"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
athf_t18_mon_ad_8_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  10 mg/day (1)|2, 4 wks or more and dosage 10 - 19 mg/day (2)|3, 4 wks or more and dosage 20 - 39 mg/day (3)|4, 4 wks or more and dosage at least 40 mg/day",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '9'",y,,,,,
athf_t18_mon_ad_9_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  15 mg/day (1)|2, 4 wks or more and dosage 15 - 29 mg/day (2)|3, 4 wks or more and dosage 30 - 44 mg/day (3)|4, 4 wks or more and dosage at least 45 mg/day",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '34'",y,,,,,
athf_t18_mon_ad_10_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  30 mg/day (1)|2, 4 wks or more and dosage 30 - 39 mg/day (3)|3, 4 wks or more and dosage 40 - 59 mg/day (3)|4, 4 wks or more and dosage at least 60 mg/day",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '19'",y,,,,,
athf_t18_mon_ad_11_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  10 mg/day (1)|3, 4 wks or more and dosage 10 - 19 mg/day (3)|4, 4 wks or more and dosage at least 20 mg/day",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '20'",y,,,,,
athf_t18_mon_ad_12_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  50 mg/day (1)|2, NA (2)|3, 4 wks or more and dosage 50 -99 (3)|4, 4 wks or more and dosage at least 100 mg/day",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '15'",y,,,,,
athf_t18_mon_ad_13_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  10 mg/day (1)|2, 4 wks or more and dosage 10-39 mg/day (2)|3, 4 wks or more and dosage greater than 40 mg/day (3)|4, NA (4)",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '58'",y,,,,,
athf_t18_mon_ad_14_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  5mg/day (1)|1, 4 wks or more dosage 5mg - 9 mg/day (1)|2, 4 wks or more and dosage 10-19 mg/day (2)|3, 4 wks or more and dosage at least 20 mg/day",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '59'",y,,,,,
athf_t18_mon_ad_15_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  20mg (1)|2, 4 wks or more dosage 20mg - 39mg/day (2)|3, 4 wks or more and dosage 40 - 79mg/day (3)|4, 4 wks or more and dosage at least 80 mg/day",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '28'",y,,,,,
athf_t18_mon_maoi_1_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  30 mg/day (1)|2, 4 wks or more and dosage 30 - 59 mg/day (2)|3, 4 wks or more and dosage 60 - 89 mg/day (3)|4, 4 wks or more and dosage at least 90 mg/day",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '42'",y,,,,,
athf_t18_mon_maoi_2_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  150 mg/day (1)|2, 4 wks or more and dosage 150 - 299 mg/day (2)|3, 4 wks or more and dosage 300 - 599 mg/day (3)|4, 4 wks or more and dosage at least 600 mg/day",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '35'",y,,,,,
athf_t18_mon_maoi_3a_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  20 mg/day (1)|2, 4 wks or more and dosage 20 - 39 mg/day (2)|3, 4 wks or more and dosage 40 - 59 mg/day (3)|4, 4 wks or more and dosage at least 60 mg/day (4)",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '47'",y,,,,,
athf_t18_mon_maoi_3b_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, drug <  4 wks (1)|3, 4 wks or more and dosage 6 or 9 mg/day (3)|4, 4 wks or more and dosage at least 12 mg/day (4)",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '48'",y,,,,,
athf_t18_mon_maoi_4_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, drug <  4 wks OR 4 wks or more and dosage <  20 mg/day (1)|2, 4 wks or more and dosage 20 - 39 mg/day (2)|3, 4 wks or more and dosage 40 - 59 mg/day (3)|4, 4 wks or more and dosage at least 60 mg/day",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '52'",y,,,,,
athf_t18_mon_lith_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, drug <  4 wks (1)|2, 4 wks or more  (2)",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '29'",y,,,,,
athf_t18_mon_ac_1_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, <  4 wks OR 4 wks or more and level <  6 mcg/ml (1)|2, 4 wks or more (2)",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '27'",y,,,,,
athf_t18_mon_benz_1_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, <  4 wks (1)|2, 4 wks or more (2)",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '1'",y,,,,,
athf_t18_mon_ap_1_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  150 mg/day (1)|2, 4 wks or more and dosage 150-299 mg/day (2)|3, 4 wks or more and dosage 4 wks or more and dosage at least 300 mg/day (3)",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '44'",y,,,,,
athf_t18_mon_ap_4_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, less than 4 wks OR 4 wks or more and dosage <  20mg/day (1)|2, 4 wks or more and dosage at least 20 - 79 mg/day (2)",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '31'",y,,,,,
athf_t18_mon_misc_4_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, Less than 4 weeks (any dosage) (1)|2, 4 weeks or more (any dosage) (2)",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '50'",y,,,,,
athf_t18_mon_other_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_mon_medname] Dosage Information ","0, any dosage for any duration (1)",,autocomplete,,,,"[athf_t18_mon_medname_v2] = '46' or [athf_t18_mon_medname_v2] = '63' or [athf_t18_mon_medname_v2] = '12' or [athf_t18_mon_medname_v2] = '30' or [athf_t18_mon_medname_v2] = '51' or [athf_t18_mon_medname_v2] = '21' or [athf_t18_mon_medname_v2] = '62' or [athf_t18_mon_medname_v2] = '13' or [athf_t18_mon_medname_v2] = '33' or [athf_t18_mon_medname_v2] = '41' or [athf_t18_mon_medname_v2] = '5' or [athf_t18_mon_medname_v2] = '64' or [athf_t18_mon_medname_v2] = '66' or [athf_t18_mon_medname_v2] = '67' or [athf_t18_mon_medname_v2] = '69' or [athf_t18_mon_medname_v2] = '72' or [athf_t18_mon_medname_v2] = '75' or [athf_t18_mon_medname_v2] = '76' or [athf_t18_mon_medname_v2] = '79' or [athf_t18_mon_medname_v2] = '80' or [athf_t18_mon_medname_v2] = '81' or [athf_t18_mon_medname_v2] = '83' or [athf_t18_mon_medname_v2] = '84' or [athf_t18_mon_medname_v2] = '86' or [athf_t18_mon_medname_v2] = '89' or [athf_t18_mon_medname_v2] = '90' or [athf_t18_mon_medname_v2] = '91' or [athf_t18_mon_medname_v2] = '93' or [athf_t18_mon_medname_v2] = '95' or [athf_t18_mon_medname_v2] = '96' or [athf_t18_mon_medname_v2] = '97' or [athf_t18_mon_medname_v2] = '99' or [athf_t18_mon_medname_v2] = '100' or [athf_t18_mon_medname_v2] = '103' or [athf_t18_mon_medname_v2] = '104' or [athf_t18_mon_medname_v2] = '39' or [athf_t18_mon_medname_v2] = '4' or  [athf_t18_mon_medname_v2] = '7' or [athf_t18_mon_medname_v2] = '60' or [athf_t18_mon_medname_v2] = '61' or [athf_t18_mon_medname_v2] = '16' or [athf_t18_mon_medname_v2] = '45' or [athf_t18_mon_medname_v2] = '65' or [athf_t18_mon_medname_v2] = '68' or [athf_t18_mon_medname_v2] = '70' or [athf_t18_mon_medname_v2] = '71' or [athf_t18_mon_medname_v2] = '73' or [athf_t18_mon_medname_v2] = '74' or [athf_t18_mon_medname_v2] = '77' or [athf_t18_mon_medname_v2] = '75' or [athf_t18_mon_medname_v2] = '82' or [athf_t18_mon_medname_v2] = '85' or [athf_t18_mon_medname_v2] = '87' or [athf_t18_mon_medname_v2] = '88' or [athf_t18_mon_medname_v2] = '94' or [athf_t18_mon_medname_v2] = '98' or [athf_t18_mon_medname_v2] = '102' or [athf_t18_mon_medname_v2] = '11' or [athf_t18_mon_medname_v2] = '56' or [athf_t18_mon_medname_v2] = '17' or [athf_t18_mon_medname_v2] = '8' or [athf_t18_mon_medname_v2] = '24' or [athf_t18_mon_medname_v2] = '92' or [athf_t18_mon_medname_v2] = '101'",y,,,,,
athf_t18_aug_yesno_v2,athf_form2_if_needed_treatments_1120_v2,,yesno,"Show Instructions/Notes for Augmentation Therapy?",,,,,,,"[athf_t18_type_v2] = '2'",,,,,,
athf_t18_aug_warning_v2,athf_form2_if_needed_treatments_1120_v2,,descriptive,"
<font size=4><b><u><font color=brown>Augmentation Therapy 
</font size=4></b></u></font color=brown>
Some patients will have taken medications that qualify as a combination/ augmentation trial.  
1) In general, an antidepressant monotherapy trial will precede the addition of an augmentation agent. The antidepressant monotherapy trial should be rated alone.   
2) Only specified antipsychotics <font color=brown> (i.e., aripiprazole, quetiapine, olanzapine, brexiprazole) </font color=brown> and lithium are considered augmenting agents.
3) <u>DO NOT </u> rate the antipsychotic or lithium trials alone (unless they were taken alone --i.e., without an antidepressant). Instead, input both the antidepressant and the augmentation agent as a standalone trial with the duration that the two medications were taken together at their maximum doses.  
4) In the scenario where an antidepressant and an eligible augmentation agent were started at the same time, rate the augmentation trial only and do not rate the antidepressant alone.  
5) If two antidepressants are taken in combination this does not constitute an augmentation trial and each antidepressant should be rated alone (i.e., a patient taking venlafaxine and mirtazapine together is considered to have received two separate antidepressant trials). 
6) If <font color=brown>ECT</font color=brown> and medications are given simultaneously, <u>this does not constitute a combination/augmentation trial. </u>  Each should be rated separately.
7) If  <font color=brown>rTMS </font color=brown> and medications are given simultaneously, <u>this does not constitute a combination/augmentation trial. </u>  Each should be rated separately.
8) If medication and <font color=brown> psychotherapy</font color=brown> occurred together rate each alone. <u>This does not constitute an augmentation trial.</u>
9) Combination of antidepressant with <font color=brown>lamotrigine</font color=brown> <u>does not constitute an augmentation trial.</u>
10) Combination of antidepressant with <font color=brown> lurasidone </font color=brown> <u>does not constitute an augmentation trial.</u>",,,,,,,"[athf_t18_aug_yesno_v2] = '1'",,,,,,
athf_t18_aug_agent_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"Augmentation Agent:","1, Lithium|2, Quetiapine (Seroquel)|3, Aripiprazole (Abilify)|4, Olanzapine|5, Brexpiprazole (Rexulti)",,autocomplete,,,,"[athf_t18_type_v2] = '2'",y,,,,,
athf_t18_aug_agent_dose_v2,athf_form2_if_needed_treatments_1120_v2,,text,"[athf_t18_aug_agent] Dose",,"in mg/day",number,,,,"[athf_t18_aug_agent_v2] <> ''",y,,,,,
athf_t18_aug_agent_duration_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"[athf_t18_aug_agent] Duration","1, <  4 weeks|2, At least 4 weeks and less than 8 weeks|3, At least 8 weeks and less than 12 weeks|4, At least 12 weeks",,autocomplete,,,,"[athf_t18_aug_agent_v2] <> ''",y,,,,,
athf_t18_aug_lithium_v2,athf_form2_if_needed_treatments_1120_v2,,radio,"[athf_t18_aug_agent] Dosage and ATHF Score","1, antidepressant drugs rated level 3 or 4, AND Li for <  4 wks (1)|4, antidepressant drugs rated level 3 AND Li for at least 4 wks (4)|5, antidepressant drugs rated level 4 AND Li for at least 4 wks (5)",,,,,,"[athf_t18_aug_agent_v2] = '1'",y,,,,,
athf_t18_aug_quetiapine_v2,athf_form2_if_needed_treatments_1120_v2,,radio,"[athf_t18_aug_agent] Dosage and ATHF Score","1, antidepressant drugs rated level 3 or 4 AND quetiapine for <  4 wks (1)|4, antidepressant drugs rated level 3 AND quetiapine at least 150 mg/day for at least 4 wks (4)|5, antidepressant drugs rated level 4 AND quetiapine at least 150 mg/day for at least 4 weeks",,,,,,"[athf_t18_aug_agent_v2] = '2'",y,,,,,
athf_t18_aug_aripi_v2,athf_form2_if_needed_treatments_1120_v2,,radio,"[athf_t18_aug_agent] Dosage and ATHF Score","1, antidepressant drugs rated level 3 or 4 AND aripiprazole for <  4 weeks|4, antidepressant drugs rated level 3 AND aripiprazole 2 or more mg/day for at least 4 wks|5, antidepressant drugs rated level 4 and aripiprazole 2 or more mg/day for at least 4 wks",,,,,,"[athf_t18_aug_agent_v2] = '3'",y,,,,,
athf_t18_aug_olanz_v2,athf_form2_if_needed_treatments_1120_v2,,radio,"[athf_t18_aug_agent] Dosage and ATHF Score","1, antidepressant drugs rated level 3 or 4 AND olanzapine for <  4 wks (1)|4, antidepressant drugs rated level 3 AND olanzapine at least 6 mg/day for at least 4 wks (4)|5, antidepressant drugs rated level 4 AND olanzapine at least 6 mg/day for at least 4 weeks (5)",,,,,,"[athf_t18_aug_agent_v2] = '4'",y,,,,,
athf_t18_aug_brexzole_v2,athf_form2_if_needed_treatments_1120_v2,,radio,"[athf_t18_aug_agent] Dosage and ATHF Score","1, antidepressant drugs rated level 3 or 4 AND brexipiprazole for <  4 wks (1)|4, antidepressant drugs rated level 3 AND brexipiprazole at least 0.5 mg/day for at least 4 weeks (4)|5, antidepressant drugs rated level 4 AND brexipiprazole at least 0.5 mg/day for at least 4 wks (5)",,,,,,"[athf_t18_aug_agent_v2] = '5'",y,,,,,
athf_t18_ect_v2,athf_form2_if_needed_treatments_1120_v2,,notes,"
<font size =3> <font color=brown> ECT Trial Details ",,"<font size=2> ECT treatment information will be rare, but if part of treatment for current episode, record as much information as you can obtain.  Usually you will need to review medical records. Record whether the stimulation was unilateral, bilateral/bifrontal and the total number of treatments received for each modality.",,,,,"[athf_t18_type_v2] = '3'",,LV,,,,
athf_t18_ect_type_v2,athf_form2_if_needed_treatments_1120_v2,,radio,"Type of ECT ","1, Unilateral|2, Bilateral/ Bifrontal",,,,,,"[athf_t18_type_v2] = '3'",y,,,,,
athf_t18_ect_score_uni_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"ECT Adequacy Score ","1, 1 - 3 ECT (1)|2, 4 - 6 ECT (2)|3, 7 - 9 ECT (3)|4, 10 -12 ECT (4)|5, 13 or more ECT (5)",,autocomplete,,,,"[athf_t18_ect_type_v2] = '1'",y,,,,,
athf_t18_ect_score_bi_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"ECT Adequacy Score ","1, 1 - 3 ECT (1)|2, 4 - 6 ECT (2)|4, 7 - 9 ECT (4)|5, 10 -12 ECT (5)|6, 13 or more ECT (5)","A point is added to an ECT trial if the patient has > 7 adequate bilateral treatments. The highest rating is a 5",autocomplete,,,,"[athf_t18_ect_type_v2] = '2'",y,,,,,
athf_t18_rtms_details_v2,athf_form2_if_needed_treatments_1120_v2,,notes,"
<font size =3> <font color=brown> rTMS Trial Details ",,"<font size=2>If the patient has had rTMS in the current episode, record whether the stimulation was left sided, right sided, or both, and the total number of treatments received with all modalities. ",,,,,"[athf_t18_type_v2] = '4'",,LV,,,,
athf_t18_rtms_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"rTMS Adequacy Score","1, Less than 3 treatments per week OR 14 or less treatments (1)|2, At least 3 treatments per week and 15-19 treatments (2)|3, At least 3 treatments per week and 20-29 treatments (3)|4, At least 3 treatments per week and 30 treatments or more (4)",,autocomplete,,,,"[athf_t18_type_v2] = '4'",y,,,,,
athf_t18_psyther_type_v2,athf_form2_if_needed_treatments_1120_v2,,radio,"Type of Psychotherapy","1, Cognitive Behavioral Therapy (CBT)|2, Interpersonal Psychotherapy|3, Problem Solving Therapy|4, Other psychotherapy",,,,,,"[athf_t18_type_v2] = '5'",y,,,,,
athf_t18_psyther_score_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"Cognitive Behavioral Therapy (CBT) Adequacy Score ","1, Less than 8 sessions (1)|3, 8-11 sessions (3)|4, at least 12 sessions (4)",,autocomplete,,,,"[athf_t18_psyther_type_v2] = '1'",y,,,,,
athf_t18_intpther_score_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"Interpersonal Psychotherapy Adequacy Score 

","1, Less than 8 sessions (1)|3, 8-11 sessions (3)|4, at least 12 sessions (4)",,autocomplete,,,,"[athf_t18_psyther_type_v2] = '2'",y,,,,,
athf_t18_problemther_score_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"Problem Solving Therapy Adequecy Score","1, Less than 8 sessions (1)|3, 8-11 sessions (3)|4, at least 12 sessions (4)",,autocomplete,,,,"[athf_t18_psyther_type_v2] = '3'",y,,,,,
athf_t18_othpsyther_score_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"Other Psychotherapy Adequacy Score ","1, Less than 8 sessions (1)|2, 8 sessions or more (2)",,autocomplete,,,,"[athf_t18_psyther_type_v2] = '4'",y,,,,,
athf_t18_confidence_v2,athf_form2_if_needed_treatments_1120_v2,,dropdown,"Confidence Rating of Trial","1, Low|2, Moderate|3, Strong",,autocomplete,,,,"[athf_t18_addtrial_v2] = '1'",y,,,,,
athf_t18_conf_yesno_v2,athf_form2_if_needed_treatments_1120_v2,,yesno,"Would like to view information on how to determine ""Confidence Rating""?",,,,,,,"[athf_t18_addtrial_v2] = '1'",,,,,,
athf_t18_conf_instructions_v2,athf_form2_if_needed_treatments_1120_v2,,descriptive,"
<font size=2><font color=brown><b><u> Low Confidence Rating: </font color=brown></b></u>
Information is marginal.  Some contradictions in  information or doubt exists regarding dose, duration, or compliance.                 

<font size=2><font color=brown><b><u> Moderate Confidence Rating:</font color=brown></b></u>
Adequate information is available but based  largely on one source that appears reliable.  Areas of doubt not critical in rating. 

<font size=2><font color=brown><b><u> Strong Confidence Rating:</font color=brown></b></u>
Adequate information available from more than one  reliable source without significant discrepancy regarding dose, duration, or  compliance.
",,,,,,,"[athf_t18_conf_yesno_v2] = '1'",,,,,,
